Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Cleaned Date,Is_Return,Cleaned Quantity,Formatted Price,Cleaned Price,Revenue,Return_Flag,Return_Revenue,Year,,,
T2783,2025-02-30,C1072,Laptop,7,773.60,PayPal,Failed,2025/03/02,FALSE,7.00,773.60,773.60,5415.19,0,0,2025,,,
T2784,2025-02-30,C2809,Coffee Machine,581,-273.48,Credit Card,Pending,2025/03/02,FALSE,581.00,273.48,273.48,158893.20,0,0,2025,,,
T2785,2021/06/01,C2821,Headphones,5,-313.62,Credit Card,Completed,2021/06/01,FALSE,5.00,313.62,313.62,1568.08,0,0,2021,,,
T2786,2023-13-01,C2226,Coffee Machine,-8,436.79,Credit Card,Completed,2024/01/01,TRUE,8.00,436.79,436.79,-3494.32,1,-3494.32,2024,,,
T2787,2025-02-30,C3369,Headphones,-8,,Credit Card,Completed,2025/03/02,TRUE,8.00,,495.77,-3966.18,1,-3966.18,2025,,,
T2788,29/12/20,C3156,Laptop,8,,PayPal,Completed,2020/12/29,FALSE,8.00,,540.53,4324.23,0,0,2020,,,
T2789,2025-02-30,C2648,Smartphone,733,-202.15,Credit Card,Completed,2025/03/02,FALSE,733.00,202.15,202.15,148175.14,0,0,2025,,,
T2790,2025-02-30,C986,Tablet,188,-722.37,Credit Card,Pending,2025/03/02,FALSE,188.00,722.37,722.37,135805.76,0,0,2025,,,
T2791,27/01/24,C715,Headphones,-5,,Credit Card,Completed,2024/01/27,TRUE,5.00,,495.77,-2478.86,1,-2478.86,2024,,,
T2792,2023-13-01,C3477,Smartphone,184,822.25,PayPal,Completed,2024/01/01,FALSE,184.00,822.25,822.25,151294.08,0,0,2024,,,
T2793,27/01/22,C4719,Headphones,9,623.92,Cash,Completed,2022/01/27,FALSE,9.00,623.92,623.92,5615.28,0,0,2022,,,
T2794,31/07/20,C585,Tablet,490,823.98,Credit Card,Completed,2020/07/31,FALSE,490.00,823.98,823.98,403749.59,0,0,2020,,,
T2795,2020/05/11,C4922,Tablet,679,-605.83,Credit Card,Pending,2020/05/11,FALSE,679.00,605.83,605.83,411359.74,0,0,2020,,,
T2796,2023-13-01,C4969,Smartphone,7,-789.40,Credit Card,Failed,2024/01/01,FALSE,7.00,789.40,789.40,5525.80,0,0,2024,,,
T2797,2025-02-30,C2059,Tablet,-2,253.26,PayPal,Pending,2025/03/02,TRUE,2.00,253.26,253.26,-506.52,1,-506.52,2025,,,
T2798,2025-02-30,C2902,Headphones,447,,Credit Card,Completed,2025/03/02,FALSE,447.00,,495.77,221610.18,0,0,2025,,,
T2799,27/04/21,C889,Headphones,133,-382.20,Credit Card,Completed,2021/04/27,FALSE,133.00,382.20,382.20,50833.13,0,0,2021,,,
T2800,2023-13-01,C646,Smartphone,6,,Cash,Failed,2024/01/01,FALSE,6.00,,513.93,3083.57,0,0,2024,,,
T2801,2023-13-01,C3415,Laptop,-2,233.69,PayPal,Completed,2024/01/01,TRUE,2.00,233.69,233.69,-467.38,1,-467.38,2024,,,
T2802,22/03/20,C1766,Headphones,-3,163.65,PayPal,Pending,2020/03/22,TRUE,3.00,163.65,163.65,-490.95,1,-490.95,2020,,,
T2803,19/10/24,C4469,Smartphone,2,618.96,Credit Card,Pending,2024/10/19,FALSE,2.00,618.96,618.96,1237.92,0,0,2024,,,
T2804,2023-13-01,C3226,Coffee Machine,-4,98.03,Credit Card,Completed,2024/01/01,TRUE,4.00,98.03,98.03,-392.11,1,-392.11,2024,,,
T2805,2025-02-30,C033,Headphones,550,,Credit Card,Failed,2025/03/02,FALSE,550.00,,495.77,272674.71,0,0,2025,,,
T2806,2022/04/06,C3807,Tablet,-4,-128.91,Credit Card,Completed,2022/04/06,TRUE,4.00,128.91,128.91,-515.64,1,-515.64,2022,,,
T2807,2023-13-01,C4967,Coffee Machine,-3,870.45,Credit Card,Completed,2024/01/01,TRUE,3.00,870.45,870.45,-2611.36,1,-2611.36,2024,,,
T2808,2023-13-01,C3561,Coffee Machine,8,-255.62,PayPal,Pending,2024/01/01,FALSE,8.00,255.62,255.62,2044.96,0,0,2024,,,
T2809,2025-02-30,C078,Laptop,3,,Cash,Completed,2025/03/02,FALSE,3.00,,540.53,1621.59,0,0,2025,,,
T2810,2023-13-01,C4978,Headphones,8,,Credit Card,Pending,2024/01/01,FALSE,8.00,,495.77,3966.18,0,0,2024,,,
T2811,2025-02-30,C773,Smartphone,975,-369.38,PayPal,Failed,2025/03/02,FALSE,975.00,369.38,369.38,360146.11,0,0,2025,,,
T2812,2024/10/01,C2523,Coffee Machine,7,-605.50,Credit Card,Completed,2024/10/01,FALSE,7.00,605.50,605.50,4238.52,0,0,2024,,,
T2813,16/08/22,C4382,Laptop,462,-849.92,Credit Card,Failed,2022/08/16,FALSE,462.00,849.92,849.92,392663.04,0,0,2022,,,
T2814,2021/06/03,C2012,Headphones,-2,,Credit Card,Completed,2021/06/03,TRUE,2.00,,495.77,-991.54,1,-991.54,2021,,,
T2815,13/06/22,C2552,Tablet,6,,PayPal,Pending,2022/06/13,FALSE,6.00,,506.52,3039.14,0,0,2022,,,
T2816,2025-02-30,C647,Headphones,441,,Credit Card,Completed,2025/03/02,FALSE,441.00,,495.77,218635.54,0,0,2025,,,
T2817,2025-02-30,C540,Headphones,-4,,PayPal,Failed,2025/03/02,TRUE,4.00,,495.77,-1983.09,1,-1983.09,2025,,,
T2818,2025-02-30,C4883,Smartphone,870,,PayPal,Failed,2025/03/02,FALSE,870.00,,513.93,447117.43,0,0,2025,,,
T2819,2023-13-01,C2325,Tablet,-4,274.62,Credit Card,Completed,2024/01/01,TRUE,4.00,274.62,274.62,-1098.47,1,-1098.47,2024,,,
T2820,2023-13-01,C3727,Laptop,414,385.43,Credit Card,Completed,2024/01/01,FALSE,414.00,385.43,385.43,159567.24,0,0,2024,,,
T2821,2023-13-01,C526,Smartphone,5,-940.54,PayPal,Completed,2024/01/01,FALSE,5.00,940.54,940.54,4702.71,0,0,2024,,,
T2822,2023-13-01,C3108,Tablet,3,-753.33,Credit Card,Completed,2024/01/01,FALSE,3.00,753.33,753.33,2260.00,0,0,2024,,,
T2823,2025-02-30,C668,Laptop,8,,PayPal,Completed,2025/03/02,FALSE,8.00,,540.53,4324.23,0,0,2025,,,
T2824,2025-02-30,C202,Headphones,-5,137.54,PayPal,Pending,2025/03/02,TRUE,5.00,137.54,137.54,-687.70,1,-687.70,2025,,,
T2825,2025-02-30,C774,Tablet,-6,,PayPal,Completed,2025/03/02,TRUE,6.00,,506.52,-3039.14,1,-3039.14,2025,,,
T2826,2025-02-30,C1983,Coffee Machine,1,,PayPal,Completed,2025/03/02,FALSE,1.00,,523.61,523.61,0,0,2025,,,
T2827,2025-02-30,C517,Coffee Machine,690,,PayPal,Completed,2025/03/02,FALSE,690.00,,523.61,361290.71,0,0,2025,,,
T2828,29/07/23,C4895,Tablet,8,717.91,Cash,Completed,2023/07/29,FALSE,8.00,717.91,717.91,5743.27,0,0,2023,,,
T2829,2025-02-30,C2581,Headphones,6,,Credit Card,Completed,2025/03/02,FALSE,6.00,,495.77,2974.63,0,0,2025,,,
T2830,2023-13-01,C831,Headphones,1,278.90,PayPal,Failed,2024/01/01,FALSE,1.00,278.90,278.90,278.90,0,0,2024,,,
T2831,2023-13-01,C2759,Coffee Machine,-6,-143.52,Cash,Failed,2024/01/01,TRUE,6.00,143.52,143.52,-861.12,1,-861.12,2024,,,
T2832,2023-13-01,C2365,Coffee Machine,-3,400.06,Cash,Completed,2024/01/01,TRUE,3.00,400.06,400.06,-1200.19,1,-1200.19,2024,,,
T2833,2023-13-01,C2956,Tablet,223,973.34,Credit Card,Completed,2024/01/01,FALSE,223.00,973.34,973.34,217053.84,0,0,2024,,,
T2834,2023-13-01,C4820,Headphones,376,522.92,PayPal,Completed,2024/01/01,FALSE,376.00,522.92,522.92,196617.21,0,0,2024,,,
T2835,2025-02-30,C019,Headphones,-6,,PayPal,Failed,2025/03/02,TRUE,6.00,,495.77,-2974.63,1,-2974.63,2025,,,
T2836,2025-02-30,C1936,Tablet,-6,903.96,PayPal,Pending,2025/03/02,TRUE,6.00,903.96,903.96,-5423.79,1,-5423.79,2025,,,
T2837,2025-02-30,C1399,Smartphone,854,924.33,PayPal,Pending,2025/03/02,FALSE,854.00,924.33,924.33,789374.26,0,0,2025,,,
T2838,2023-13-01,C374,Smartphone,-5,223.47,PayPal,Completed,2024/01/01,TRUE,5.00,223.47,223.47,-1117.37,1,-1117.37,2024,,,
T2839,2025-02-30,C3512,Smartphone,480,635.31,Cash,Pending,2025/03/02,FALSE,480.00,635.31,635.31,304948.52,0,0,2025,,,
T2840,2021/05/08,C729,Laptop,816,-982.13,Credit Card,Completed,2021/05/08,FALSE,816.00,982.13,982.13,801420.22,0,0,2021,,,
T2841,30/01/25,C4431,Coffee Machine,2,,Credit Card,Completed,2025/01/30,FALSE,2.00,,523.61,1047.22,0,0,2025,,,
T2842,17/04/21,C310,Coffee Machine,-9,845.80,Cash,Completed,2021/04/17,TRUE,9.00,845.80,845.80,-7612.18,1,-7612.18,2021,,,
T2843,2025-02-30,C1507,Headphones,8,-188.86,Credit Card,Completed,2025/03/02,FALSE,8.00,188.86,188.86,1510.88,0,0,2025,,,
T2844,2023-13-01,C4743,Coffee Machine,522,,PayPal,Completed,2024/01/01,FALSE,522.00,,523.61,273324.27,0,0,2024,,,
T2845,2021/10/03,C882,Smartphone,-2,-204.07,Credit Card,Completed,2021/10/03,TRUE,2.00,204.07,204.07,-408.15,1,-408.15,2021,,,
T2846,19/11/23,C525,Laptop,-5,116.81,PayPal,Completed,2023/11/19,TRUE,5.00,116.81,116.81,-584.06,1,-584.06,2023,,,
T2847,2023-13-01,C1229,Coffee Machine,-8,,PayPal,Failed,2024/01/01,TRUE,8.00,,523.61,-4188.88,1,-4188.88,2024,,,
T2848,2025-02-30,C3370,Smartphone,-2,-882.73,PayPal,Completed,2025/03/02,TRUE,2.00,882.73,882.73,-1765.46,1,-1765.46,2025,,,
T2849,2023-13-01,C850,Laptop,-5,,PayPal,Pending,2024/01/01,TRUE,5.00,,540.53,-2702.64,1,-2702.64,2024,,,
T2850,2025-02-30,C216,Smartphone,8,-77.53,Credit Card,Completed,2025/03/02,FALSE,8.00,77.53,77.53,620.21,0,0,2025,,,
T2851,2023-13-01,C2201,Laptop,-10,-189.42,PayPal,Completed,2024/01/01,TRUE,10.00,189.42,189.42,-1894.22,1,-1894.22,2024,,,
T2852,2025-02-30,C4077,Tablet,277,-336.48,PayPal,Completed,2025/03/02,FALSE,277.00,336.48,336.48,93204.96,0,0,2025,,,
T2853,2023-13-01,C4737,Smartphone,2,,PayPal,Pending,2024/01/01,FALSE,2.00,,513.93,1027.86,0,0,2024,,,
T2854,2024/06/08,C4532,Smartphone,-6,-281.63,PayPal,Completed,2024/06/08,TRUE,6.00,281.63,281.63,-1689.78,1,-1689.78,2024,,,
T2855,2023-13-01,C3664,Tablet,899,672.31,PayPal,Completed,2024/01/01,FALSE,899.00,672.31,672.31,604406.58,0,0,2024,,,
T2856,2025-02-30,C3805,Coffee Machine,-8,-572.54,PayPal,Completed,2025/03/02,TRUE,8.00,572.54,572.54,-4580.32,1,-4580.32,2025,,,
T2857,2023-13-01,C4154,Headphones,-9,,Credit Card,Completed,2024/01/01,TRUE,9.00,,495.77,-4461.95,1,-4461.95,2024,,,
T2858,2023-13-01,C2138,Smartphone,317,,Credit Card,Completed,2024/01/01,FALSE,317.00,,513.93,162915.20,0,0,2024,,,
T2859,2023-13-01,C013,Smartphone,249,,Credit Card,Completed,2024/01/01,FALSE,249.00,,513.93,127968.09,0,0,2024,,,
T2860,2023-13-01,C541,Coffee Machine,8,-827.02,Credit Card,Completed,2024/01/01,FALSE,8.00,827.02,827.02,6616.14,0,0,2024,,,
T2861,2023-13-01,C2290,Smartphone,232,901.77,Credit Card,Completed,2024/01/01,FALSE,232.00,901.77,901.77,209210.73,0,0,2024,,,
T2862,28/08/22,C130,Tablet,478,165.32,Credit Card,Failed,2022/08/28,FALSE,478.00,165.32,165.32,79021.26,0,0,2022,,,
T2863,2025-02-30,C243,Tablet,4,179.14,PayPal,Pending,2025/03/02,FALSE,4.00,179.14,179.14,716.56,0,0,2025,,,
T2864,2025-02-30,C3563,Tablet,-1,-117.52,Cash,Pending,2025/03/02,TRUE,1.00,117.52,117.52,-117.52,1,-117.52,2025,,,
T2865,2025-02-30,C4167,Tablet,4,,PayPal,Failed,2025/03/02,FALSE,4.00,,506.52,2026.09,0,0,2025,,,
T2866,2023-13-01,C1089,Coffee Machine,9,,PayPal,Completed,2024/01/01,FALSE,9.00,,523.61,4712.49,0,0,2024,,,
T2867,2025-02-30,C2253,Laptop,-10,,Cash,Completed,2025/03/02,TRUE,10.00,,540.53,-5405.28,1,-5405.28,2025,,,
T2868,27/10/21,C1878,Headphones,560,698.98,Cash,Pending,2021/10/27,FALSE,560.00,698.98,698.98,391428.80,0,0,2021,,,
T2869,2022/09/04,C532,Coffee Machine,-8,-446.50,PayPal,Completed,2022/09/04,TRUE,8.00,446.50,446.50,-3572.02,1,-3572.02,2022,,,
T2870,2025-02-30,C4014,Smartphone,-9,-302.89,Credit Card,Completed,2025/03/02,TRUE,9.00,302.89,302.89,-2725.98,1,-2725.98,2025,,,
T2871,2021/10/01,C2571,Coffee Machine,-4,,Credit Card,Completed,2021/10/01,TRUE,4.00,,523.61,-2094.44,1,-2094.44,2021,,,
T2872,2023-13-01,C2179,Smartphone,2,280.00,Cash,Completed,2024/01/01,FALSE,2.00,280.00,280.00,559.99,0,0,2024,,,
T2873,2023-13-01,C3097,Headphones,589,,PayPal,Completed,2024/01/01,FALSE,589.00,,495.77,292009.83,0,0,2024,,,
T2874,2022/03/02,C3807,Laptop,832,519.64,Credit Card,Completed,2022/03/02,FALSE,832.00,519.64,519.64,432339.45,0,0,2022,,,
T2875,17/10/21,C3199,Smartphone,7,-534.77,PayPal,Pending,2021/10/17,FALSE,7.00,534.77,534.77,3743.41,0,0,2021,,,
T2876,29/03/23,C1030,Coffee Machine,5,,PayPal,Completed,2023/03/29,FALSE,5.00,,523.61,2618.05,0,0,2023,,,
T2877,2023-13-01,C4730,Coffee Machine,-7,,Credit Card,Pending,2024/01/01,TRUE,7.00,,523.61,-3665.27,1,-3665.27,2024,,,
T2878,2025-02-30,C886,Tablet,907,,PayPal,Completed,2025/03/02,FALSE,907.00,,506.52,459416.58,0,0,2025,,,
T2879,19/08/21,C960,Smartphone,-6,,PayPal,Completed,2021/08/19,TRUE,6.00,,513.93,-3083.57,1,-3083.57,2021,,,
T2880,2025-02-30,C2242,Laptop,-6,-77.08,PayPal,Completed,2025/03/02,TRUE,6.00,77.08,77.08,-462.45,1,-462.45,2025,,,
T2881,25/11/22,C1663,Headphones,486,,PayPal,Completed,2022/11/25,FALSE,486.00,,495.77,240945.29,0,0,2022,,,
T2882,22/02/20,C2653,Coffee Machine,774,-224.32,Credit Card,Failed,2020/02/22,FALSE,774.00,224.32,224.32,173621.47,0,0,2020,,,
T2883,2023-13-01,C4713,Smartphone,-1,147.37,Credit Card,Failed,2024/01/01,TRUE,1.00,147.37,147.37,-147.37,1,-147.37,2024,,,
T2884,2023-13-01,C3762,Tablet,809,,PayPal,Pending,2024/01/01,FALSE,809.00,,506.52,409777.31,0,0,2024,,,
T2885,2025-02-30,C4792,Tablet,9,521.59,Credit Card,Completed,2025/03/02,FALSE,9.00,521.59,521.59,4694.32,0,0,2025,,,
T2886,23/10/23,C1723,Smartphone,5,,PayPal,Completed,2023/10/23,FALSE,5.00,,513.93,2569.64,0,0,2023,,,
T2887,2023-13-01,C3618,Tablet,551,-204.51,PayPal,Pending,2024/01/01,FALSE,551.00,204.51,204.51,112685.92,0,0,2024,,,
T2888,2023-13-01,C3353,Smartphone,6,,PayPal,Completed,2024/01/01,FALSE,6.00,,513.93,3083.57,0,0,2024,,,
T2889,26/07/22,C3339,Smartphone,-10,,Credit Card,Pending,2022/07/26,TRUE,10.00,,513.93,-5139.28,1,-5139.28,2022,,,
T2890,2025-02-30,C2371,Tablet,-10,852.23,Cash,Completed,2025/03/02,TRUE,10.00,852.23,852.23,-8522.30,1,-8522.30,2025,,,
T2891,2023/08/01,C4355,Headphones,863,-852.32,Credit Card,Completed,2023/08/01,FALSE,863.00,852.32,852.32,735549.96,0,0,2023,,,
T2892,31/07/21,C4031,Coffee Machine,7,-792.42,PayPal,Failed,2021/07/31,FALSE,7.00,792.42,792.42,5546.97,0,0,2021,,,
T2893,2025-02-30,C1174,Tablet,9,-844.28,Credit Card,Failed,2025/03/02,FALSE,9.00,844.28,844.28,7598.56,0,0,2025,,,
T2894,29/11/22,C1828,Tablet,8,,Credit Card,Failed,2022/11/29,FALSE,8.00,,506.52,4052.19,0,0,2022,,,
T2895,2023-13-01,C4531,Tablet,6,452.52,Cash,Completed,2024/01/01,FALSE,6.00,452.52,452.52,2715.14,0,0,2024,,,
T2896,2023-13-01,C1959,Tablet,10,354.06,Credit Card,Pending,2024/01/01,FALSE,10.00,354.06,354.06,3540.60,0,0,2024,,,
T2897,2025-02-30,C1304,Laptop,381,-409.65,Credit Card,Completed,2025/03/02,FALSE,381.00,409.65,409.65,156077.18,0,0,2025,,,
T2898,2022/04/05,C061,Tablet,10,,Credit Card,Completed,2022/04/05,FALSE,10.00,,506.52,5065.23,0,0,2022,,,
T2899,2023-13-01,C1002,Laptop,198,-180.09,Cash,Failed,2024/01/01,FALSE,198.00,180.09,180.09,35657.42,0,0,2024,,,
T2900,21/11/22,C1100,Laptop,1,-373.45,Credit Card,Pending,2022/11/21,FALSE,1.00,373.45,373.45,373.45,0,0,2022,,,
T2901,2025-02-30,C2200,Laptop,334,,Credit Card,Pending,2025/03/02,FALSE,334.00,,540.53,180536.46,0,0,2025,,,
T2902,2023-13-01,C768,Tablet,808,167.78,Credit Card,Completed,2024/01/01,FALSE,808.00,167.78,167.78,135569.62,0,0,2024,,,
T2903,2023-13-01,C4985,Smartphone,238,,PayPal,Failed,2024/01/01,FALSE,238.00,,513.93,122314.88,0,0,2024,,,
T2904,2023-13-01,C4110,Coffee Machine,-10,,Credit Card,Completed,2024/01/01,TRUE,10.00,,523.61,-5236.10,1,-5236.10,2024,,,
T2905,2023-13-01,C3536,Laptop,252,-848.92,PayPal,Pending,2024/01/01,FALSE,252.00,848.92,848.92,213929.07,0,0,2024,,,
T2906,2023-13-01,C3348,Tablet,10,895.45,Credit Card,Completed,2024/01/01,FALSE,10.00,895.45,895.45,8954.46,0,0,2024,,,
T2907,2025-02-30,C4243,Smartphone,979,79.90,PayPal,Completed,2025/03/02,FALSE,979.00,79.90,79.90,78221.41,0,0,2025,,,
T2908,2023-13-01,C2542,Coffee Machine,-3,-930.99,Cash,Completed,2024/01/01,TRUE,3.00,930.99,930.99,-2792.98,1,-2792.98,2024,,,
T2909,2023-13-01,C4444,Laptop,5,-80.00,Credit Card,Pending,2024/01/01,FALSE,5.00,80.00,80.00,400.01,0,0,2024,,,
T2910,2023-13-01,C2728,Headphones,2,77.67,Credit Card,Pending,2024/01/01,FALSE,2.00,77.67,77.67,155.33,0,0,2024,,,
T2911,2024/09/05,C4405,Coffee Machine,676,-915.28,Credit Card,Failed,2024/09/05,FALSE,676.00,915.28,915.28,618729.84,0,0,2024,,,
T2912,14/06/24,C4844,Tablet,4,-227.36,Credit Card,Completed,2024/06/14,FALSE,4.00,227.36,227.36,909.44,0,0,2024,,,
T2913,27/08/24,C3877,Headphones,-7,-727.60,PayPal,Completed,2024/08/27,TRUE,7.00,727.60,727.60,-5093.21,1,-5093.21,2024,,,
T2914,15/08/20,C3225,Tablet,-6,-794.03,PayPal,Completed,2020/08/15,TRUE,6.00,794.03,794.03,-4764.18,1,-4764.18,2020,,,
T2915,13/07/21,C4923,Tablet,979,,Cash,Completed,2021/07/13,FALSE,979.00,,506.52,495886.26,0,0,2021,,,
T2916,19/02/21,C3426,Coffee Machine,591,803.79,PayPal,Completed,2021/02/19,FALSE,591.00,803.79,803.79,475039.89,0,0,2021,,,
T2917,2025-02-30,C3157,Smartphone,7,-758.87,PayPal,Completed,2025/03/02,FALSE,7.00,758.87,758.87,5312.07,0,0,2025,,,
T2918,2023-13-01,C1094,Smartphone,10,-473.27,Cash,Completed,2024/01/01,FALSE,10.00,473.27,473.27,4732.66,0,0,2024,,,
T2919,2025-02-30,C676,Tablet,2,197.70,Credit Card,Completed,2025/03/02,FALSE,2.00,197.70,197.70,395.40,0,0,2025,,,
T2920,2025-02-30,C4445,Coffee Machine,-6,-613.55,PayPal,Failed,2025/03/02,TRUE,6.00,613.55,613.55,-3681.28,1,-3681.28,2025,,,
T2921,2025-02-30,C494,Laptop,134,,PayPal,Completed,2025/03/02,FALSE,134.00,,540.53,72430.80,0,0,2025,,,
T2922,2023-13-01,C2368,Coffee Machine,8,,PayPal,Completed,2024/01/01,FALSE,8.00,,523.61,4188.88,0,0,2024,,,
T2923,19/05/24,C2542,Tablet,-3,-203.48,Credit Card,Completed,2024/05/19,TRUE,3.00,203.48,203.48,-610.45,1,-610.45,2024,,,
T2924,26/09/21,C1046,Smartphone,-10,-324.12,Credit Card,Failed,2021/09/26,TRUE,10.00,324.12,324.12,-3241.24,1,-3241.24,2021,,,
T2925,2023-13-01,C820,Coffee Machine,4,-317.86,PayPal,Completed,2024/01/01,FALSE,4.00,317.86,317.86,1271.44,0,0,2024,,,
T2926,2025-02-30,C2430,Headphones,216,,Credit Card,Completed,2025/03/02,FALSE,216.00,,495.77,107086.80,0,0,2025,,,
T2927,2025-02-30,C1750,Smartphone,-4,369.14,Cash,Completed,2025/03/02,TRUE,4.00,369.14,369.14,-1476.57,1,-1476.57,2025,,,
T2928,25/06/21,C3602,Smartphone,-4,,Cash,Completed,2021/06/25,TRUE,4.00,,513.93,-2055.71,1,-2055.71,2021,,,
T2929,25/10/24,C3952,Smartphone,-5,234.25,PayPal,Completed,2024/10/25,TRUE,5.00,234.25,234.25,-1171.25,1,-1171.25,2024,,,
T2930,2023-13-01,C2741,Tablet,843,-651.53,Cash,Completed,2024/01/01,FALSE,843.00,651.53,651.53,549242.69,0,0,2024,,,
T2931,2023-13-01,C4823,Coffee Machine,5,,PayPal,Pending,2024/01/01,FALSE,5.00,,523.61,2618.05,0,0,2024,,,
T2932,2025-02-30,C1941,Headphones,873,616.99,Cash,Pending,2025/03/02,FALSE,873.00,616.99,616.99,538631.21,0,0,2025,,,
T2933,2023-13-01,C1196,Headphones,-10,997.68,Credit Card,Pending,2024/01/01,TRUE,10.00,997.68,997.68,-9976.81,1,-9976.81,2024,,,
T2934,2025-02-30,C2092,Tablet,216,-490.86,PayPal,Completed,2025/03/02,FALSE,216.00,490.86,490.86,106025.74,0,0,2025,,,
T2935,2025-02-30,C271,Laptop,3,-75.55,Credit Card,Completed,2025/03/02,FALSE,3.00,75.55,75.55,226.64,0,0,2025,,,
T2936,28/06/24,C1841,Tablet,-9,664.66,PayPal,Pending,2024/06/28,TRUE,9.00,664.66,664.66,-5981.97,1,-5981.97,2024,,,
T2937,27/03/22,C519,Tablet,-6,,PayPal,Failed,2022/03/27,TRUE,6.00,,506.52,-3039.14,1,-3039.14,2022,,,
T2938,2023-13-01,C4588,Headphones,5,262.05,Credit Card,Completed,2024/01/01,FALSE,5.00,262.05,262.05,1310.25,0,0,2024,,,
T2939,2023-13-01,C1951,Laptop,-10,76.60,PayPal,Completed,2024/01/01,TRUE,10.00,76.60,76.60,-765.95,1,-765.95,2024,,,
T2940,2025-02-30,C836,Coffee Machine,-7,495.00,Cash,Completed,2025/03/02,TRUE,7.00,495.00,495.00,-3464.99,1,-3464.99,2025,,,
T2941,2023-13-01,C463,Coffee Machine,936,-808.36,Credit Card,Completed,2024/01/01,FALSE,936.00,808.36,808.36,756620.43,0,0,2024,,,
T2942,2023-13-01,C1108,Tablet,463,,Credit Card,Failed,2024/01/01,FALSE,463.00,,506.52,234520.26,0,0,2024,,,
T2943,24/01/22,C2551,Tablet,2,,Credit Card,Pending,2022/01/24,FALSE,2.00,,506.52,1013.05,0,0,2022,,,
T2944,2023-13-01,C3785,Headphones,626,,Credit Card,Pending,2024/01/01,FALSE,626.00,,495.77,310353.40,0,0,2024,,,
T2945,2023-13-01,C084,Tablet,-10,801.80,Credit Card,Completed,2024/01/01,TRUE,10.00,801.80,801.80,-8018.00,1,-8018.00,2024,,,
T2946,2023-13-01,C270,Tablet,-1,566.52,Credit Card,Completed,2024/01/01,TRUE,1.00,566.52,566.52,-566.52,1,-566.52,2024,,,
T2947,19/11/22,C1291,Tablet,-5,,Credit Card,Completed,2022/11/19,TRUE,5.00,,506.52,-2532.62,1,-2532.62,2022,,,
T2948,2024/03/01,C820,Coffee Machine,545,409.75,Cash,Failed,2024/03/01,FALSE,545.00,409.75,409.75,223312.73,0,0,2024,,,
T2949,2025-02-30,C2821,Coffee Machine,554,472.98,Credit Card,Pending,2025/03/02,FALSE,554.00,472.98,472.98,262031.20,0,0,2025,,,
T2950,2025-02-30,C2021,Smartphone,-2,564.09,Credit Card,Completed,2025/03/02,TRUE,2.00,564.09,564.09,-1128.19,1,-1128.19,2025,,,
T2951,2025-02-30,C1594,Coffee Machine,394,-99.06,Credit Card,Completed,2025/03/02,FALSE,394.00,99.06,99.06,39029.27,0,0,2025,,,
T2952,2025-02-30,C1732,Coffee Machine,3,,Credit Card,Completed,2025/03/02,FALSE,3.00,,523.61,1570.83,0,0,2025,,,
T2953,2025-02-30,C2115,Coffee Machine,471,-676.10,PayPal,Completed,2025/03/02,FALSE,471.00,676.10,676.10,318441.32,0,0,2025,,,
T2954,2025-02-30,C2321,Smartphone,9,-961.87,PayPal,Failed,2025/03/02,FALSE,9.00,961.87,961.87,8656.83,0,0,2025,,,
T2955,2025-02-30,C4623,Coffee Machine,-9,992.37,Credit Card,Completed,2025/03/02,TRUE,9.00,992.37,992.37,-8931.33,1,-8931.33,2025,,,
T2956,2025-02-30,C671,Headphones,632,,PayPal,Completed,2025/03/02,FALSE,632.00,,495.77,313328.03,0,0,2025,,,
T2957,13/06/20,C4851,Headphones,200,614.50,PayPal,Completed,2020/06/13,FALSE,200.00,614.50,614.50,122900.50,0,0,2020,,,
T2958,2023-13-01,C3961,Tablet,457,270.67,Cash,Completed,2024/01/01,FALSE,457.00,270.67,270.67,123698.20,0,0,2024,,,
T2959,2025-02-30,C447,Tablet,6,,Credit Card,Pending,2025/03/02,FALSE,6.00,,506.52,3039.14,0,0,2025,,,
T2960,2025-02-30,C1193,Laptop,-10,520.84,PayPal,Completed,2025/03/02,TRUE,10.00,520.84,520.84,-5208.35,1,-5208.35,2025,,,
T2961,2025-02-30,C2027,Coffee Machine,952,-122.96,PayPal,Completed,2025/03/02,FALSE,952.00,122.96,122.96,117061.67,0,0,2025,,,
T2962,27/12/24,C1704,Laptop,5,,Cash,Failed,2024/12/27,FALSE,5.00,,540.53,2702.64,0,0,2024,,,
T2963,2023-13-01,C2599,Headphones,-1,-239.92,PayPal,Pending,2024/01/01,TRUE,1.00,239.92,239.92,-239.92,1,-239.92,2024,,,
T2964,2025-02-30,C1197,Laptop,494,-525.67,Credit Card,Failed,2025/03/02,FALSE,494.00,525.67,525.67,259680.77,0,0,2025,,,
T2965,27/06/23,C3919,Laptop,6,492.03,Cash,Pending,2023/06/27,FALSE,6.00,492.03,492.03,2952.17,0,0,2023,,,
T2966,2025-02-30,C4423,Smartphone,-9,,PayPal,Failed,2025/03/02,TRUE,9.00,,513.93,-4625.35,1,-4625.35,2025,,,
T2967,2025-02-30,C4182,Coffee Machine,-3,,PayPal,Completed,2025/03/02,TRUE,3.00,,523.61,-1570.83,1,-1570.83,2025,,,
